Execution started at: 2025-04-28 23:22:48.555209

Username                 RID
NEVA_HOLLAND             1199
CLARA_TORRES             1200
GUADALUPE_ROSALES        1201
LILIA_NGUYEN             1202
EARL_PEARSON             1203
GILDA_GONZALES           1204
CORRINE_SNYDER           1205
JOEL_PAUL                1206
RACHEL_BOLTON            1207
BRAD_GONZALES            1208
SANDY_CANTRELL           1209
NIKKI_SCHNEIDER          1210
DARIUS_VALENCIA          1211
BART_MCDANIEL            1212
DREW_KINNEY              1213
TIM_TRUJILLO             1214
MARGRET_BRIDGES          1215
CHRISTA_POTTER           1216
JOAN_MCLAUGHLIN          1217
ELDON_GRAVES             1218
KENDRA_MCLAUGHLIN        1219
WENDY_HOGAN              1220
JILL_FRY                 1221
DEMETRIUS_DUDLEY         1222
JOHNATHAN_MUNOZ          1223
MAI_PARRISH              1224
ALLEN_HOGAN              1225
ALDO_ACOSTA              1226
MARCEL_HYDE              1227
ABDUL_RYAN               1228
HALEY_WILSON             1229
TRENT_POPE               1230
SHEENA_ROY               1231
TOMMIE_WEAVER            1232
MARC_PIERCE              1233
FAITH_BRIGGS             1234
FRIEDA_LEVY              1235
CALVIN_MARTINEZ          1236
TY_FERGUSON              1237
WENDI_MEDINA             1238
KERRY_COHEN              1239
DANNIE_BERNARD           1240
ANNE_MACDONALD           1241
DOMINIQUE_RIDDLE         1242
COLEMAN_CURTIS           1243
LAKEISHA_MCCULLOUGH      1244
LENORE_CAMACHO           1245
2058209008SA             1246
EMERY_TERRY              1247
KELLY_CARDENAS           1248
JARRED_HENSON            1249
NITA_BENSON              1250
BESSIE_KNOWLES           1251
WALKER_HOWE              1252
MARQUIS_RICE             1253
AMPARO_SUTTON            1254
LYDIA_ONEAL              1255
VINCENT_HALE             1256
CHERYL_BAXTER            1257
GABRIELLE_SPARKS         1258
WILBERT_POWERS           1259
LILIAN_WILLIAMS          1260
DOMINIQUE_WOOTEN         1261
HELENE_CASH              1262
DANNIE_SMITH             1263
DEWAYNE_MCCULLOUGH       1264
GINO_MORIN               1265
REX_FRANK                1266
MURRAY_FREDERICK         1267
NOEL_THOMPSON            1268
JANICE_CLAYTON           1269
BOOKER_CALDWELL          1270
GEOFFREY_REYES           1271
DOLORES_CLEVELAND        1272
KATHY_BUCKLEY            1273
LIDIA_BRITT              1274
9305266079SA             1275
JACLYN_GUERRERO          1276
COLE_YATES               1277
GAYLE_RAMOS              1278
ROWENA_BRUCE             1279
PHIL_CHAN                1280
AMANDA_MICHAEL           1281
MONROE_ANDERSON          1282
KIP_ORTEGA               1283
LYNDA_EWING              1284
HERSCHEL_MARSHALL        1285
GENEVA_WATKINS           1286
DELBERT_ROSS             1287
SUE_PAGE                 1288
MICKEY_WILCOX            1289
KIRBY_BARTON             1290
REFUGIO_BENTON           1291
MAUREEN_ORTEGA           1292
BEATRICE_WILCOX          1293
PHIL_NICHOLS             1294
DELMER_ENGLAND           1295
STAN_RAYMOND             1296
MORRIS_HIGGINS           1297
PATRICK_KIDD             1298
CLINT_CLARKE             1299
BENNETT_GREER            1300
GEORGETTE_CLARK          1301
KEITH_IRWIN              1302
TRACEY_MANNING           1303
EDWIN_WONG               1304
RANDAL_BOWMAN            1305
MACK_MADDEN              1306
MELVA_CHERRY             1307
MIGUEL_REEVES            1308
GEORGETTE_JAMES          1309
MELINDA_KLINE            1310
REBECCA_ONEILL           1311
EARNESTINE_FARMER        1312
NOAH_KIRKLAND            1313
LYNETTE_ARMSTRONG        1314
LOURDES_WITT             1315
VIRGIE_MITCHELL          1316
JOSEFINA_MACK            1317
MARION_BANKS             1318
TAMMY_MEYER              1319
DEMETRIUS_SWEENEY        1320
TASHA_WILCOX             1321
GUADALUPE_JOYCE          1322
SYDNEY_RICHARD           1323
PENNY_MCCLURE            1324
OMAR_ANDREWS             1325
74867640SA               1326
KATY_WOOTEN              1327
PASQUALE_ACEVEDO         1328
THANH_MOONEY             1329
KERI_POOLE               1330
RANDY_SAUNDERS           1331
ROSS_CURRY               1332
EDWIN_GRIFFIN            1333
DOLORES_VELAZQUEZ        1334
MEREDITH_DAUGHERTY       1335
FEDERICO_HEBERT          1336
EULA_HAMPTON             1337
BOB_HOPKINS              1338
ULYSSES_ATKINS           1339
JULIANNE_WELCH           1340
ALVA_SHORT               1341
DERICK_CARSON            1342
LORRIE_PETTY             1343
TANISHA_MIDDLETON        1344
GINGER_JORDAN            1345
MOLLIE_CHARLES           1346
ERIK_OWENS               1347
BRIANNA_ROSS             1348
SHEILA_NORTON            1349
MARLENE_LINDSAY          1350
DIANNE_CARNEY            1351
JASON_BARBER             1352
5498307064SA             1353
OLIVER_MARTINEZ          1354
ALONZO_DURHAM            1355
JACQUELINE_SOLOMON       1356
IMELDA_WISE              1357
ANGEL_RIDDLE             1358
YOUNG_MIDDLETON          1359
LIONEL_PECK              1360
SCOT_PARKER              1361
SHAWNA_WHITEHEAD         1362
EVA_HOBBS                1363
YVONNE_CANTU             1364
QUEEN_HENDRICKS          1365
JONATHON_CALDWELL        1366
JOSEF_RIVERS             1367
CELESTE_MCNEIL           1368
LEONEL_DAUGHERTY         1369
CLIFTON_CRUZ             1370
MARIE_KAUFMAN            1371
IRMA_JORDAN              1372
EDWINA_WRIGHT            1373
LINDSEY_GARZA            1374
KATHRYN_CLEVELAND        1375
THANH_LANCASTER          1376
TOD_TYLER                1377
BOB_MCINTOSH             1378
8560204401SA             1379
THANH_GUZMAN             1380
MARGARET_RODRIGUEZ       1381
WANDA_LESTER             1382
MELINDA_TRAVIS           1383
ADELINE_MCCARTY          1384
JERI_SUTTON              1385
LATISHA_DILLARD          1386
DEXTER_FLOYD             1387
JODIE_PRINCE             1388
MAGDALENA_SHERMAN        1389
LAURIE_HENDRIX           1390
EDDY_WOODS               1391
MARGUERITE_ALBERT        1392
JUAN_DAVENPORT           1393
JESSIE_TRAN              1394
ROB_MAYER                1395
MARA_WHITNEY             1396
LEMUEL_MOON              1397
MAURICIO_WEBER           1398
TAD_SANFORD              1399
1622758124SA             1400
CARLO_MATTHEWS           1401
RANDI_PENA               1402
KERMIT_FINLEY            1403
DIRK_MCFARLAND           1404
COLLEEN_GREGORY          1405
CONNIE_WATTS             1406
8143442519SA             1407
HARLEY_MEYER             1408
JEAN_DRAKE               1409
ERIN_CANTRELL            1410
JOHNATHON_LITTLE         1411
DORIS_CONNER             1412
CECILE_RODRIQUEZ         1413
VITO_WEAVER              1414
JESSIE_STOKES            1415
GLENNA_MATTHEWS          1416
MARCIA_SHEPARD           1417
TOMMIE_STRICKLAND        1418
LUCINDA_VINSON           1419
RUSS_COTE                1420
HANK_NUNEZ               1421
COLETTE_CONTRERAS        1422
ETTA_BECK                1423
TRAVIS_WALL              1424
MARY_ROCHA               1425
KELLIE_AUSTIN            1426
RUFUS_PETERSON           1427
ELIJAH_BURNETT           1428
CHADWICK_POWELL          1429
MARIANNE_ERICKSON        1430
MONTY_DAVID              1431
CHRISTIAN_JOHNS          1432
LAUREL_LARSON            1433
BURTON_SHELTON           1434
CLAUDE_CUMMINGS          1435
OPHELIA_BOYER            1436
MELVA_ONEILL             1437
CORY_MILLS               1438
DELORES_PENA             1439
JULIETTE_BARLOW          1440
SPENCER_HOWARD           1441
RAMIRO_KIDD              1442
PATRICE_MADDEN           1443
COY_HARTMAN              1444
SHEILA_GUERRERO          1445
MARCIA_MOLINA            1446
GUADALUPE_MARKS          1447
VICENTE_BRITT            1448
ROSIE_HUBBARD            1449
ALYCE_WARD               1450
RUDY_COTTON              1451
TRENTON_VEGA             1452
PABLO_SARGENT            1453
ALTHEA_ROMAN             1454
IVY_DICKERSON            1455
ROSALYN_HUTCHINSON       1456
TRUDY_MITCHELL           1457
DESIREE_MCCLAIN          1458
MIGUEL_OWEN              1459
TERRY_WASHINGTON         1460
RICK_CHURCH              1461
LAURIE_WATSON            1462
PAIGE_PATEL              1463
CALEB_DIAZ               1464
JEANNE_BURT              1465
RICHARD_CASE             1466
JEROLD_PARKS             1467
CHRIS_GUERRERO           1468
FELECIA_STEVENS          1469
SANDRA_WHITAKER          1470
ELIAS_WASHINGTON         1471
SIDNEY_ROSALES           1472
FRANKIE_HORN             1473
ALPHONSE_CRAIG           1474
BONNIE_STEVENS           1475
MARCELO_CLEVELAND        1476
CLAYTON_HANCOCK          1477
ESMERALDA_KRAMER         1478
JONATHAN_HUNT            1479
BILLIE_WHITE             1480
MARCUS_BALL              1481
SILVIA_HENRY             1482
WILMER_GARZA             1483
NEWTON_HOWE              1484
DANIEL_BURCH             1485
DIONNE_HODGE             1486
LOUIS_WHITFIELD          1487
JOHNNIE_MARSHALL         1488
EDGAR_MAYO               1489
BART_ANTHONY             1490
VIOLET_CAMERON           1491
NICHOLE_DAVID            1492
OCTAVIO_KANE             1493
SILVIA_DALTON            1494
DONNA_FAULKNER           1495
MARINA_CHARLES           1496
ETTA_MORAN               1497
SCOTTIE_RUSSELL          1498
SHELTON_JOHNSON          1499
FOSTER_LOWE              1500
MURIEL_FRENCH            1501
JAYSON_SCHWARTZ          1502
LOREN_MOORE              1503
CHRISTA_GRIMES           1504
JUANA_EVANS              1505
TOMMIE_MCDOWELL          1506
TROY_GOMEZ               1507
HELGA_HORTON             1508
AMY_MOSS                 1509
ERNIE_BURNETT            1510
LAVERNE_RODRIQUEZ        1511
JAN_ROBERSON             1512
KRISTI_MASON             1513
DEVON_CARVER             1514
JEFFERY_KING             1515
CLIFF_PARKS              1516
DAVE_TERRY               1517
DALE_PUCKETT             1518
POLLY_RYAN               1519
MORTON_PATTERSON         1520
KEVIN_JORDAN             1521
STEVEN_HOWELL            1522
MANUEL_DONOVAN           1523
ANTONIO_MCBRIDE          1524
ROSALINDA_HOUSE          1525
KATHRINE_BUCHANAN        1526
CONSUELO_CARNEY          1527
SAVANNAH_ESTRADA         1528
FREDDIE_ALVARADO         1529
DAPHNE_CHURCH            1530
WOODROW_HILL             1531
BERNADETTE_LEBLANC       1532
EMORY_CARVER             1533
CHELSEA_SANFORD          1534
VIRGINIA_CHAMBERS        1535
VICTORIA_HICKS           1536
JIMMIE_GRAHAM            1537
BERTIE_CAMPOS            1538
BRYAN_CAMPBELL           1539
DIXIE_WOLFE              1540
TRINA_SANDOVAL           1541
COLETTE_DELGADO          1542
7893362058SA             1543
TERRELL_MCCARTY          1544
7462803921SA             1545
KATHERYN_WILLIS          1546
GINA_JUSTICE             1547
FREDRICK_LARSON          1548
MONICA_ORR               1549
PETRA_CERVANTES          1550
AMADO_BURGESS            1551
MELVIN_MAY               1552
CARA_MONTOYA             1553
BRIANA_BRADFORD          1554
ERICK_MCKENZIE           1555
FREDDY_MILLS             1556
MARGARITO_WOODARD        1557
LOWELL_CASE              1558
LOUIE_BOYD               1559
BURT_WATERS              1560
SAMMY_WORKMAN            1561
JEREMIAH_FOLEY           1562
CAROLYN_MERRITT          1563
CAROLE_BRADY             1564
ALDO_FIELDS              1565
MARTINA_AGUILAR          1566
JOESPH_NORRIS            1567
FRANCISCA_GUZMAN         1568
QUEEN_FINCH              1569
MITCHEL_SOLOMON          1570
LEOPOLDO_GARDNER         1571
MYLES_WILLIAM            1572
LEILA_WIGGINS            1573
WINIFRED_NELSON          1574
ANTOINETTE_MUNOZ         1575
BETTE_CANNON             1576
MAXWELL_RIGGS            1577
YOUNG_DIAZ               1578
ANGELITA_KELLER          1579
BRIGITTE_FLORES          1580
DAREN_SERRANO            1581
MARC_CLEMENTS            1582
HELENA_ALLISON           1583
DONNA_FREEMAN            1584
JUAN_ONEILL              1585
FOREST_WORKMAN           1586
MOHAMMAD_BISHOP          1587
EMMANUEL_MORGAN          1588
CATHLEEN_BUCKLEY         1589
CLINT_MCLEAN             1590
FREEMAN_DAWSON           1591
OPHELIA_CHARLES          1592
WANDA_BECK               1593
WILLARD_GAMBLE           1594
JOHNNIE_CONTRERAS        1595
DARRYL_PATTON            1596
GARTH_DICKERSON          1597
SUSIE_JOHNS              1598
GARY_WOLFE               1599
ADAM_DECKER              1600
MARCOS_FARMER            1601
STAN_WALKER              1602
LENA_MELENDEZ            1603
ROSARIO_OLSON            1604
ALYSON_FOREMAN           1605
4761350459SA             1606
TERRANCE_CRANE           1607
BRANDEN_CERVANTES        1608
ELLIOTT_WITT             1609
HOMER_BROWNING           1610
KEN_MIRANDA              1611
EUGENE_ROSARIO           1612
CHARMAINE_GRIFFIN        1613
BRANDEN_LAWSON           1614
DARLA_DOTSON             1615
JON_PUCKETT              1616
LATOYA_ESTRADA           1617
MARIO_ANTHONY            1618
TRACEY_HALEY             1619
SHELTON_DIAZ             1620
RYAN_GUERRA              1621
OLA_RAY                  1622
JANET_MCLEOD             1623
CATHY_MUELLER            1624
GREGORIO_ELLIS           1625
MARINA_JEFFERSON         1626
MAC_FINCH                1627
MARIANO_HORNE            1628
PABLO_PARSONS            1629
ESTELLA_HAYNES           1630
SEAN_DIXON               1631
VERN_GILES               1632
JOYCE_NASH               1633
JOSH_BRUCE               1634
1803552013SA             1635
EMMANUEL_CARR            1636
ELBA_LYNN                1637
KATHRYN_ROBERSON         1638
MERVIN_HARTMAN           1639
EVA_GUY                  1640
MARSHA_DILLARD           1641
CURT_SEXTON              1642
BETTY_CURTIS             1643
DEBBIE_BENTLEY           1644
SUNG_GUZMAN              1645
LYLE_PACE                1646
LANCE_HENSON             1647
ALVIN_ELLIOTT            1648
JOE_ALVARADO             1649
302883169SA              1650
BENNY_COX                1651
MAGGIE_PRINCE            1652
DELIA_PHELPS             1653
SUSIE_NORMAN             1654
FORREST_POTTER           1655
ALAN_CURRY               1656
DALTON_HUFF              1657
POLLY_STARK              1658
STAN_COMPTON             1659
NICOLAS_GUTHRIE          1660
DAVE_EVANS               1661
REBEKAH_HOLT             1662
WILLIAMS_NEAL            1663
SABRINA_ROACH            1664
STELLA_TANNER            1665
PENNY_MORENO             1666
TYSON_CARDENAS           1667
VALARIE_BARR             1668
NEVA_ROSA                1669
TANNER_SHAFFER           1670
LESTER_ONEIL             1671
5836316362SA             1672
FLOYD_GALLEGOS           1673
HOPE_GARZA               1674
WESTON_DODSON            1675
SOPHIE_MUELLER           1676
ALISON_RANDALL           1677
EMILIA_PENA              1678
ROBERTO_QUINN            1679
DEBORAH_STONE            1680
WOODROW_ESPINOZA         1681
MAX_MYERS                1682
LETITIA_ALBERT           1683
TRENT_EATON              1684
SAMMY_NICHOLSON          1685
RUSSELL_MARSHALL         1686
MARGIE_MCCOY             1687
EMILY_FRANKLIN           1688
JENNIE_MUELLER           1689
RAYMUNDO_GAY             1690
6460754780SA             1691
CHUCK_BENSON             1692
RON_COMPTON              1693
MAURA_CRAWFORD           1694
ANIBAL_COOK              1695
CORINNE_POTTER           1696
MELVIN_GILLIAM           1697
CASEY_UNDERWOOD          1698
ANNABELLE_WILKINSON      1699
JANA_POOLE               1700
SHERRY_REILLY            1701
OWEN_PETTY               1702
ROB_MICHAEL              1703
TERRIE_GILL              1704
APRIL_COLLIER            1705
LEON_GREEN               1706
BRYANT_DELANEY           1707
CARLY_RUIZ               1708
CATHLEEN_CARRILLO        1709
DOMINIQUE_MELTON         1710
GREGORIO_COFFEY          1711
ARIEL_SPARKS             1712
OCTAVIO_GALLAGHER        1713
EDWIN_GUY                1714
FRANCIS_PEARSON          1715
KYLE_HORNE               1716
RANDOLPH_STAFFORD        1717
BRITNEY_JACOBS           1718
TOMMIE_BECKER            1719
CARROLL_CARNEY           1720
TERRIE_MACK              1721
ROLANDO_KNAPP            1722
CELIA_SCHROEDER          1723
KARINA_MARTINEZ          1724
ALTA_SCHULTZ             1725
KARINA_RICH              1726
MIRIAM_MASON             1727
ADAM_VINCENT             1728
AUDREY_WEISS             1729
BRIDGETTE_PATEL          1730
ROYCE_HALEY              1731
DANA_JACOBSON            1732
JUAN_BOOKER              1733
ARMAND_BERG              1734
RAPHAEL_TOWNSEND         1735
AUBREY_ROGERS            1736
DERRICK_STAFFORD         1737
MELANIE_PATTON           1738
MARIANNE_ZIMMERMAN       1739
AURELIA_MAYNARD          1740
MARLA_HALE               1741
CYNTHIA_COLLINS          1742
CORNELIUS_PADILLA        1743
OSVALDO_DOMINGUEZ        1744
TWILA_BOYLE              1745
MARLIN_KIRKLAND          1746
ALLEN_RUIZ               1747
8138669360SA             1748
DIANE_VANG               1749
CRUZ_GLASS               1750
GABRIELLE_ELLISON        1751
BRADY_ZAMORA             1752
RUPERT_DALTON            1753
SHARON_ADAMS             1754
JERROD_CONRAD            1755
FRANCIS_MOODY            1756
TOMMY_PEREZ              1757
CAROLINA_CRUZ            1758
KERRY_DAVIDSON           1759
ROGER_QUINN              1760
EMANUEL_BLACK            1761
RANDALL_KIM              1762
MAE_CARVER               1763
MATTHEW_NICHOLS          1764
ALEXANDER_RIDDLE         1765
YONG_HARRINGTON          1766
HERMAN_COHEN             1767
MILLARD_GREER            1768
ROSE_DRAKE               1769
ABIGAIL_RIVAS            1770
LOUIE_JEFFERSON          1771
MARGERY_SOSA             1772
BOBBIE_JORDAN            1773
CAREY_VAZQUEZ            1774
TAYLOR_NIELSEN           1775
KIP_KNOWLES              1776
MARTY_PENA               1777
DORTHY_MURRAY            1778
BRENT_BROWNING           1779
ROCCO_SAWYER             1780
KAYE_ROGERS              1781
LILA_NICHOLS             1782
BOYD_VEGA                1783
NICHOLE_CANTU            1784
MARIA_ROLLINS            1785
JULIO_KERR               1786
SHAUNA_NOLAN             1787
5587993083SA             1788
TERRELL_GREENE           1789
HALLIE_BARTON            1790
SHELLEY_HERMAN           1791
JULES_JOHNSON            1792
EDGARDO_BAILEY           1793
MERLE_LEACH              1794
LESLEY_PUGH              1795
CARLA_HOWE               1796
DARIO_BANKS              1797
MILO_BANKS               1798
COLLEEN_BYRD             1799
RENA_WASHINGTON          1800
WARD_ONEILL              1801
LONNIE_PERKINS           1802
KEN_BAKER                1803
VANESSA_FITZPATRICK      1804
CLEO_COHEN               1805
INES_SIMON               1806
8145141482SA             1807
MAGDALENA_BULLOCK        1808
ROSIE_NAVARRO            1809
AUGUSTA_AGUIRRE          1810
TESSA_ROJAS              1811
RHONDA_CARDENAS          1812
SARAH_DALE               1813
LEONOR_STOKES            1814
HARRY_POLLARD            1815
KAYLA_ARMSTRONG          1816
GERRY_TRAVIS             1817
TAMERA_JUAREZ            1818
MOHAMED_MCCOY            1819
BERNIE_WOLFE             1820
HERMAN_DIXON             1821
KARLA_WILLIS             1822
LEWIS_FIELDS             1823
7608635079SA             1824
MATHEW_BALLARD           1825
MARVIN_RICHMOND          1826
IVY_HICKMAN              1827
JEFF_PATTON              1828
ELOY_KAUFMAN             1829
BETTIE_SIMPSON           1830
LOU_HORN                 1831
JACLYN_PHELPS            1832
AUSTIN_FRYE              1833
DANTE_WIGGINS            1834
SPENCER_TATE             1835
AHMED_ANDREWS            1836
MARTA_GILL               1837
TERRA_HINTON             1838
BERNADETTE_ROSA          1839
ELISABETH_WALTERS        1840
JOSEPH_MATHEWS           1841
DENVER_LARA              1842
GLENNA_JOHNSTON          1843
SALLY_BRADFORD           1844
DEANDRE_BRANCH           1845
MICHEL_LAWRENCE          1846
MARGUERITE_FRANCO        1847
MAX_HOLLAND              1848
OLIN_MAYO                1849
ANASTASIA_OSBORN         1850
JOLENE_RUIZ              1851
GINA_LONG                1852
LINDSEY_GOLDEN           1853
LETHA_HANSEN             1854
GARLAND_SOSA             1855
SHELBY_DELEON            1856
VAUGHN_SOSA              1857
6085491928SA             1858
TISHA_STARK              1859
DEIDRE_WALLACE           1860
WHITNEY_ROBERTSON        1861
CATHERINE_RICE           1862
TYREE_BRADSHAW           1863
PRESTON_GOFF             1864
ELAINE_SANDOVAL          1865
JESUS_MCCOY              1866
MARGARET_HOPPER          1867
TOMMY_FRANKLIN           1868
CELINA_OWEN              1869
KERMIT_BOWMAN            1870
REINALDO_CRAIG           1871
ELMER_FLEMING            1872
NEAL_GORDON              1873
LUCIO_LARA               1874
MARCOS_CHARLES           1875
FERN_CASTILLO            1876
GERARDO_SILVA            1877
DOLORES_COPELAND         1878
CHARLOTTE_BARRERA        1879
SONNY_SALAZAR            1880
DARCY_BAUER              1881
FRANCISCA_FOSTER         1882
DAVE_SILVA               1883
PAT_MORRIS               1884
LAVERNE_WHITNEY          1885
SHANNON_MCDANIEL         1886
TONI_LEON                1887
MARGARITA_DENNIS         1888
WILMER_ROBERTSON         1889
LUCAS_CONTRERAS          1890
AUDRA_TAYLOR             1891
LARA_WILLIS              1892
DENIS_COTTON             1893
CATALINA_WISE            1894
DAISY_TANNER             1895
THAD_RIDDLE              1896
TAMMY_HUFF               1897
BERNADINE_SCOTT          1898
CAROLINA_GOLDEN          1899
GRACE_IRWIN              1900
TISHA_GILLESPIE          1901
MORGAN_CLARK             1902
SUSIE_FARLEY             1903
JODIE_KNIGHT             1904
JANE_KENT                1905
BRIDGETTE_WEAVER         1906
THERESA_POLLARD          1907
ESTHER_HEWITT            1908
ROGER_FLETCHER           1909
CAROL_FITZPATRICK        1910
CARMEN_NORRIS            1911
STEVEN_LARSEN            1912
CONSTANCE_ROMERO         1913
SANTIAGO_GILLESPIE       1914
DIANNA_MATTHEWS          1915
FELIX_GOLDEN             1916
CARMELO_COPELAND         1917
REVA_SANCHEZ             1918
HERIBERTO_JUAREZ         1919
WILMER_MCGOWAN           1920
COLLEEN_VILLARREAL       1921
TORY_NORRIS              1922
JANELLE_CASTILLO         1923
HAROLD_MACK              1924
ANTHONY_FREEMAN          1925
JAYSON_DAVID             1926
THAD_BARRERA             1927
AGNES_CLAYTON            1928
FERNANDO_MCNEIL          1929
WM_ALLEN                 1930
LILIANA_THOMAS           1931
NATHAN_PENNINGTON        1932
VIOLET_VELASQUEZ         1933
TAMI_HESTER              1934
AGNES_JIMENEZ            1935
ELOY_WASHINGTON          1936
RANDI_STEVENS            1937
KENNY_HIGGINS            1938
JEANETTE_RICE            1939
6079233303SA             1940
PHILLIP_MADDEN           1941
CARISSA_REID             1942
ALEXANDRIA_RIDDLE        1943
BRAIN_KRAMER             1944
AUDREY_MCLAUGHLIN        1945
JARROD_JENSEN            1946
HOWARD_WILLIAMSON        1947
BRAIN_MCCULLOUGH         1948
KIETH_HORTON             1949
AUGUSTA_GENTRY           1950
SANTIAGO_FLORES          1951
CYNTHIA_DICKERSON        1952
MARIANA_CHARLES          1953
MAJOR_BULLOCK            1954
WALTER_PHILLIPS          1955
ERIKA_PICKETT            1956
HELEN_BROWNING           1957
ALFONZO_FOX              1958
TAYLOR_HINTON            1959
LELAND_HAMPTON           1960
SUSAN_BATTLE             1961
MYRA_HAYDEN              1962
SOPHIE_GUERRERO          1963
ELLEN_NORRIS             1964
ROSIE_PETERSEN           1965
PHILIP_ROBLES            1966
CORY_LE                  1967
DOMINGO_MORAN            1968
SHERYL_PATE              1969
JANETTE_ONEILL           1970
NUMBERS_ZAMORA           1971
ANGELICA_DIXON           1972
TABITHA_KIDD             1973
ARCHIE_MORTON            1974
TOBY_ARNOLD              1975
RICH_WELLS               1976
ADRIAN_PARK              1977
ELMA_COLE                1978
3855076060SA             1979
ADOLFO_HOOD              1980
ROBERT_GUZMAN            1981
LIONEL_CARRILLO          1982
EDWINA_HOWE              1983
NONA_BOND                1984
BRADLEY_MONTGOMERY       1985
JEREMY_KNIGHT            1986
HATTIE_TORRES            1987
BIANCA_HYDE              1988
LORENA_SEXTON            1989
TRENT_PALMER             1990
REFUGIO_REYNOLDS         1991
LADONNA_DUKE             1992
ROY_STOUT                1993
TONIA_TOWNSEND           1994
ALINE_LINDSAY            1995
OSVALDO_PAUL             1996
BERRY_KLEIN              1997
OTTO_GENTRY              1998
GAIL_DALE                1999
SAVANNAH_BARRON          2000
BERTIE_STUART            2001
PAT_MOORE                2002
BOB_DUNCAN               2003
LLOYD_BAIRD              2004
ROBIN_FRANKS             2005
JODI_BARRERA             2006
VITO_YATES               2007
NOLA_WEBSTER             2008
LEONOR_SUAREZ            2009
EMMA_FRYE                2010
BLANCA_MAYS              2011
LILIA_CASH               2012
CLAUDIA_HOBBS            2013
FRANCES_MENDOZA          2014
OLIN_SPEARS              2015
ALVIN_FREDERICK          2016
MYRTLE_BURTON            2017
KURTIS_JOHNS             2018
KATIE_CRAFT              2019
ADRIAN_FREDERICK         2020
JESS_BOYD                2021
JANE_WHITFIELD           2022
EMILIO_CLARKE            2023
FRED_WILSON              2024
FEDERICO_BOOKER          2025
SHARRON_BLACKBURN        2026
2800291920SA             2027
JODIE_GALLAGHER          2028
GEORGE_LUNA              2029
JEREMIAH_MURRAY          2030
DEANN_GUTHRIE            2031
ARLENE_ROGERS            2032
JEROME_CASTRO            2033
VERA_VAUGHAN             2034
MICHELE_TRUJILLO         2035
MARGARITA_WEAVER         2036
JOLENE_FOWLER            2037
JODY_WILDER              2038
HUMBERTO_STEWART         2039
INGRID_POTTS             2040
YOUNG_NGUYEN             2041
KARI_ERICKSON            2042
